Id,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageCars,SalePrice
253,8366,Inside,SawyerW,1Fam,2Story,6,5,2004,2004,Y,0,0,2,1,3,1,2,173000
254,9350,Inside,NAmes,1Fam,SLvl,6,7,1964,1991,Y,0,1,2,0,3,1,1,158000
255,8400,Inside,NAmes,1Fam,1Story,5,6,1957,1957,Y,1,0,1,0,3,1,1,145000
256,8738,Inside,Gilbert,1Fam,2Story,7,5,1999,1999,Y,0,0,2,1,4,1,2,230000
257,8791,Inside,Somerst,1Fam,2Story,6,5,2003,2003,Y,0,0,2,1,3,1,2,207500
258,8814,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Y,1,0,2,1,3,1,2,220000
259,12435,Inside,CollgCr,1Fam,2Story,7,5,2001,2001,Y,0,0,2,1,3,1,2,231500
260,12702,Inside,OldTown,1Fam,1Story,5,5,1956,1956,Y,0,0,1,0,2,1,1,97000
261,19296,Corner,NAmes,1Fam,SLvl,6,5,1962,1962,Y,1,0,1,0,3,1,2,176000
262,9588,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,Y,0,0,2,1,3,1,3,276000
263,8471,Corner,Sawyer,1Fam,SLvl,6,7,1977,1995,Y,1,0,1,0,3,1,2,151000
264,5500,Corner,OldTown,1Fam,1.5Fin,5,7,1929,2001,Y,1,0,1,0,3,1,2,130000
265,5232,Inside,OldTown,1Fam,1Story,5,5,1925,2004,N,0,0,1,0,2,1,2,73000
266,12090,Inside,NWAmes,1Fam,1Story,6,6,1981,1981,Y,0,0,2,0,3,1,2,175500
267,11207,FR2,Gilbert,1Fam,2Story,6,5,1997,1997,Y,1,0,2,1,3,1,2,185000
268,8400,Inside,SWISU,1Fam,2.5Fin,5,8,1939,1997,Y,0,0,2,1,4,1,1,179500
269,6900,Inside,IDOTRR,1Fam,1Story,5,6,1940,1955,Y,0,0,1,0,2,1,1,120500
270,7917,Corner,Edwards,1Fam,1Story,6,7,1976,1976,Y,1,0,1,1,3,1,1,148000
271,10728,Inside,Somerst,1Fam,2Story,8,5,2006,2006,Y,0,0,2,1,3,1,3,266000
272,39104,CulDSac,ClearCr,1Fam,1Story,7,7,1954,2005,Y,1,0,1,0,2,1,2,241500
273,11764,CulDSac,NoRidge,1Fam,2Story,8,7,1999,2007,Y,0,0,2,1,4,1,3,290000
274,9600,Inside,NAmes,1Fam,1Story,6,6,1958,1988,Y,1,0,2,0,3,1,1,139000
275,8314,Corner,Mitchel,1Fam,1Story,5,7,1982,1982,Y,0,0,1,0,2,1,1,124500
276,7264,Inside,BrkSide,1Fam,1.5Fin,7,7,1925,2007,N,0,0,2,1,3,1,2,205000
277,9196,Inside,Mitchel,1Fam,1Story,7,5,2003,2003,Y,0,0,2,0,3,1,2,201000
278,19138,Corner,Gilbert,1Fam,1Story,4,5,1951,1951,Y,0,0,1,0,2,1,2,141000
279,14450,Inside,NridgHt,1Fam,1Story,9,5,2006,2007,Y,0,0,2,1,3,1,3,415298
280,10005,Inside,ClearCr,1Fam,2Story,7,5,1977,1977,Y,0,0,2,1,4,1,2,192000
281,11287,Inside,SawyerW,1Fam,2Story,7,6,1989,1989,Y,0,0,2,1,3,1,2,228500
282,7200,Inside,Somerst,1Fam,1Story,6,5,2006,2006,Y,0,0,2,0,2,1,2,185000
283,5063,Inside,NridgHt,Twnhs,1Story,7,5,2007,2008,Y,1,0,2,0,2,1,2,207500
284,9612,Inside,Somerst,1Fam,1Story,8,5,2008,2009,Y,0,0,2,0,3,1,3,244600
285,8012,Inside,SawyerW,TwnhsE,1Story,6,5,1992,1992,Y,1,0,2,0,2,1,2,179200
286,4251,Inside,Somerst,TwnhsE,2Story,7,5,2006,2007,Y,0,0,2,1,2,1,2,164700
287,9786,Inside,NAmes,1Fam,1.5Fin,6,7,1962,1981,Y,0,0,1,1,3,1,2,159000
288,8125,Corner,NAmes,1Fam,1Story,4,4,1971,1971,Y,0,0,1,0,3,1,0,88000
289,9819,Inside,Sawyer,1Fam,1Story,5,5,1967,1967,Y,0,0,1,0,3,1,1,122000
290,8730,Inside,BrkSide,1Fam,2Story,6,7,1915,2003,Y,0,0,1,0,3,1,1,153575
291,15611,Inside,CollgCr,1Fam,2Story,8,5,2006,2006,Y,0,0,2,1,3,1,2,233230
292,5687,Inside,SWISU,2fmCon,2Story,5,6,1912,2000,N,1,0,2,0,6,1,0,135900
,,,,,,,,,,,,,,,,,,131000
,,,,,,,,,,,,,,,,,,235000
,,,,,,,,,,,,,,,,,,167000
,,,,,,,,,,,,,,,,,,142500
,,,,,,,,,,,,,,,,,,152000
,,,,,,,,,,,,,,,,,,239000
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,158500
,,,,,,,,,,,,,,,,,,157000
,,,,,,,,,,,,,,,,,,267000
,,,,,,,,,,,,,,,,,,205000
,,,,,,,,,,,,,,,,,,149900
,,,,,,,,,,,,,,,,,,295000
,,,,,,,,,,,,,,,,,,305900
,,,,,,,,,,,,,,,,,,225000
,,,,,,,,,,,,,,,,,,89500
,,,,,,,,,,,,,,,,,,82500
,,,,,,,,,,,,,,,,,,360000
,,,,,,,,,,,,,,,,,,165600
,,,,,,,,,,,,,,,,,,132000
,,,,,,,,,,,,,,,,,,119900
,,,,,,,,,,,,,,,,,,375000
,,,,,,,,,,,,,,,,,,178000
,,,,,,,,,,,,,,,,,,188500
,,,,,,,,,,,,,,,,,,260000
,,,,,,,,,,,,,,,,,,270000
,,,,,,,,,,,,,,,,,,260000
,,,,,,,,,,,,,,,,,,187500
,,,,,,,,,,,,,,,,,,342643
,,,,,,,,,,,,,,,,,,354000
,,,,,,,,,,,,,,,,,,301000
,,,,,,,,,,,,,,,,,,126175
,,,,,,,,,,,,,,,,,,242000
,,,,,,,,,,,,,,,,,,87000
,,,,,,,,,,,,,,,,,,324000
,,,,,,,,,,,,,,,,,,145250
,,,,,,,,,,,,,,,,,,214500
,,,,,,,,,,,,,,,,,,78000
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,284000
,,,,,,,,,,,,,,,,,,207000
,,,,,,,,,,,,,,,,,,192000
,,,,,,,,,,,,,,,,,,228950
,,,,,,,,,,,,,,,,,,377426
,,,,,,,,,,,,,,,,,,214000
,,,,,,,,,,,,,,,,,,202500
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,202900
,,,,,,,,,,,,,,,,,,82000
,,,,,,,,,,,,,,,,,,87500
,,,,,,,,,,,,,,,,,,266000
,,,,,,,,,,,,,,,,,,85000
,,,,,,,,,,,,,,,,,,140200
,,,,,,,,,,,,,,,,,,151500
,,,,,,,,,,,,,,,,,,157500
,,,,,,,,,,,,,,,,,,154000
,,,,,,,,,,,,,,,,,,437154
,,,,,,,,,,,,,,,,,,318061
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,95000
,,,,,,,,,,,,,,,,,,105900
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,177500
,,,,,,,,,,,,,,,,,,173000
,,,,,,,,,,,,,,,,,,134000
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,280000
,,,,,,,,,,,,,,,,,,156000
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,198500
,,,,,,,,,,,,,,,,,,118000
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,159000
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,132000
,,,,,,,,,,,,,,,,,,162000
,,,,,,,,,,,,,,,,,,172400
,,,,,,,,,,,,,,,,,,134432
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,123000
,,,,,,,,,,,,,,,,,,219500
,,,,,,,,,,,,,,,,,,61000
,,,,,,,,,,,,,,,,,,148000
,,,,,,,,,,,,,,,,,,340000
,,,,,,,,,,,,,,,,,,394432
,,,,,,,,,,,,,,,,,,179000
,,,,,,,,,,,,,,,,,,127000
,,,,,,,,,,,,,,,,,,187750
,,,,,,,,,,,,,,,,,,213500
,,,,,,,,,,,,,,,,,,76000
,,,,,,,,,,,,,,,,,,240000
,,,,,,,,,,,,,,,,,,192000
,,,,,,,,,,,,,,,,,,81000
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,191000
,,,,,,,,,,,,,,,,,,426000
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,106500
,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,109000
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,123000
,,,,,,,,,,,,,,,,,,169500
,,,,,,,,,,,,,,,,,,67000
,,,,,,,,,,,,,,,,,,241000
,,,,,,,,,,,,,,,,,,245500
,,,,,,,,,,,,,,,,,,164990
,,,,,,,,,,,,,,,,,,108000
,,,,,,,,,,,,,,,,,,258000
,,,,,,,,,,,,,,,,,,168000
,,,,,,,,,,,,,,,,,,150000
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,177000
,,,,,,,,,,,,,,,,,,280000
,,,,,,,,,,,,,,,,,,339750
,,,,,,,,,,,,,,,,,,60000
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,222000
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,228000
,,,,,,,,,,,,,,,,,,181134
,,,,,,,,,,,,,,,,,,149500
,,,,,,,,,,,,,,,,,,239000
,,,,,,,,,,,,,,,,,,126000
,,,,,,,,,,,,,,,,,,142000
,,,,,,,,,,,,,,,,,,206300
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,113000
,,,,,,,,,,,,,,,,,,315000
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,275000
,,,,,,,,,,,,,,,,,,109008
,,,,,,,,,,,,,,,,,,195400
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,85400
,,,,,,,,,,,,,,,,,,79900
,,,,,,,,,,,,,,,,,,122500
,,,,,,,,,,,,,,,,,,181000
,,,,,,,,,,,,,,,,,,81000
,,,,,,,,,,,,,,,,,,212000
,,,,,,,,,,,,,,,,,,116000
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,90350
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,555000
,,,,,,,,,,,,,,,,,,118000
,,,,,,,,,,,,,,,,,,162900
,,,,,,,,,,,,,,,,,,172500
,,,,,,,,,,,,,,,,,,210000
,,,,,,,,,,,,,,,,,,127500
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,199900
,,,,,,,,,,,,,,,,,,119500
,,,,,,,,,,,,,,,,,,120000
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,280000
,,,,,,,,,,,,,,,,,,204000
,,,,,,,,,,,,,,,,,,210000
,,,,,,,,,,,,,,,,,,188000
,,,,,,,,,,,,,,,,,,175500
,,,,,,,,,,,,,,,,,,98000
,,,,,,,,,,,,,,,,,,256000
,,,,,,,,,,,,,,,,,,161000
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,263435
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,62383
,,,,,,,,,,,,,,,,,,188700
,,,,,,,,,,,,,,,,,,124000
,,,,,,,,,,,,,,,,,,178740
,,,,,,,,,,,,,,,,,,167000
,,,,,,,,,,,,,,,,,,146500
,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,187000
,,,,,,,,,,,,,,,,,,212000
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,148000
,,,,,,,,,,,,,,,,,,440000
,,,,,,,,,,,,,,,,,,251000
,,,,,,,,,,,,,,,,,,132500
,,,,,,,,,,,,,,,,,,208900
,,,,,,,,,,,,,,,,,,380000
,,,,,,,,,,,,,,,,,,297000
,,,,,,,,,,,,,,,,,,89471
,,,,,,,,,,,,,,,,,,326000
,,,,,,,,,,,,,,,,,,374000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,164000
,,,,,,,,,,,,,,,,,,132500
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,156000
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,86000
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,133000
,,,,,,,,,,,,,,,,,,172785
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,91300
,,,,,,,,,,,,,,,,,,34900
,,,,,,,,,,,,,,,,,,430000
,,,,,,,,,,,,,,,,,,184000
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,120000
,,,,,,,,,,,,,,,,,,113000
,,,,,,,,,,,,,,,,,,226700
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,289000
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,124500
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,208300
,,,,,,,,,,,,,,,,,,161000
,,,,,,,,,,,,,,,,,,124500
,,,,,,,,,,,,,,,,,,164900
,,,,,,,,,,,,,,,,,,202665
,,,,,,,,,,,,,,,,,,129900
,,,,,,,,,,,,,,,,,,134000
,,,,,,,,,,,,,,,,,,96500
,,,,,,,,,,,,,,,,,,402861
,,,,,,,,,,,,,,,,,,158000
,,,,,,,,,,,,,,,,,,265000
,,,,,,,,,,,,,,,,,,211000
,,,,,,,,,,,,,,,,,,234000
,,,,,,,,,,,,,,,,,,106250
,,,,,,,,,,,,,,,,,,150000
,,,,,,,,,,,,,,,,,,159000
,,,,,,,,,,,,,,,,,,184750
,,,,,,,,,,,,,,,,,,315750
,,,,,,,,,,,,,,,,,,176000
,,,,,,,,,,,,,,,,,,132000
,,,,,,,,,,,,,,,,,,446261
,,,,,,,,,,,,,,,,,,86000
,,,,,,,,,,,,,,,,,,200624
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,128000
,,,,,,,,,,,,,,,,,,107500
,,,,,,,,,,,,,,,,,,39300
,,,,,,,,,,,,,,,,,,178000
,,,,,,,,,,,,,,,,,,107500
,,,,,,,,,,,,,,,,,,188000
,,,,,,,,,,,,,,,,,,111250
,,,,,,,,,,,,,,,,,,158000
,,,,,,,,,,,,,,,,,,272000
,,,,,,,,,,,,,,,,,,315000
,,,,,,,,,,,,,,,,,,248000
,,,,,,,,,,,,,,,,,,213250
,,,,,,,,,,,,,,,,,,133000
,,,,,,,,,,,,,,,,,,179665
,,,,,,,,,,,,,,,,,,229000
,,,,,,,,,,,,,,,,,,210000
,,,,,,,,,,,,,,,,,,129500
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,263000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,112500
,,,,,,,,,,,,,,,,,,255500
,,,,,,,,,,,,,,,,,,108000
,,,,,,,,,,,,,,,,,,284000
,,,,,,,,,,,,,,,,,,113000
,,,,,,,,,,,,,,,,,,141000
,,,,,,,,,,,,,,,,,,108000
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,234000
,,,,,,,,,,,,,,,,,,121500
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,108000
,,,,,,,,,,,,,,,,,,185000
,,,,,,,,,,,,,,,,,,268000
,,,,,,,,,,,,,,,,,,128000
,,,,,,,,,,,,,,,,,,325000
,,,,,,,,,,,,,,,,,,214000
,,,,,,,,,,,,,,,,,,316600
,,,,,,,,,,,,,,,,,,135960
,,,,,,,,,,,,,,,,,,142600
,,,,,,,,,,,,,,,,,,120000
,,,,,,,,,,,,,,,,,,224500
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,118500
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,164500
,,,,,,,,,,,,,,,,,,146000
,,,,,,,,,,,,,,,,,,131500
,,,,,,,,,,,,,,,,,,181900
,,,,,,,,,,,,,,,,,,253293
,,,,,,,,,,,,,,,,,,118500
,,,,,,,,,,,,,,,,,,325000
,,,,,,,,,,,,,,,,,,133000
,,,,,,,,,,,,,,,,,,369900
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,137000
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,79500
,,,,,,,,,,,,,,,,,,185900
,,,,,,,,,,,,,,,,,,451950
,,,,,,,,,,,,,,,,,,138000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,319000
,,,,,,,,,,,,,,,,,,114504
,,,,,,,,,,,,,,,,,,194201
,,,,,,,,,,,,,,,,,,217500
,,,,,,,,,,,,,,,,,,151000
,,,,,,,,,,,,,,,,,,275000
,,,,,,,,,,,,,,,,,,141000
,,,,,,,,,,,,,,,,,,220000
,,,,,,,,,,,,,,,,,,151000
,,,,,,,,,,,,,,,,,,221000
,,,,,,,,,,,,,,,,,,205000
,,,,,,,,,,,,,,,,,,152000
,,,,,,,,,,,,,,,,,,225000
,,,,,,,,,,,,,,,,,,359100
,,,,,,,,,,,,,,,,,,118500
,,,,,,,,,,,,,,,,,,313000
,,,,,,,,,,,,,,,,,,148000
,,,,,,,,,,,,,,,,,,261500
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,75500
,,,,,,,,,,,,,,,,,,137500
,,,,,,,,,,,,,,,,,,183200
,,,,,,,,,,,,,,,,,,105500
,,,,,,,,,,,,,,,,,,314813
,,,,,,,,,,,,,,,,,,305000
,,,,,,,,,,,,,,,,,,67000
,,,,,,,,,,,,,,,,,,240000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,168500
,,,,,,,,,,,,,,,,,,165150
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,139900
,,,,,,,,,,,,,,,,,,153000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,168500
,,,,,,,,,,,,,,,,,,124000
,,,,,,,,,,,,,,,,,,209500
,,,,,,,,,,,,,,,,,,82500
,,,,,,,,,,,,,,,,,,139400
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,60000
,,,,,,,,,,,,,,,,,,93000
,,,,,,,,,,,,,,,,,,85000
,,,,,,,,,,,,,,,,,,264561
,,,,,,,,,,,,,,,,,,274000
,,,,,,,,,,,,,,,,,,226000
,,,,,,,,,,,,,,,,,,345000
,,,,,,,,,,,,,,,,,,152000
,,,,,,,,,,,,,,,,,,370878
,,,,,,,,,,,,,,,,,,143250
,,,,,,,,,,,,,,,,,,98300
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,84500
,,,,,,,,,,,,,,,,,,205950
,,,,,,,,,,,,,,,,,,108000
,,,,,,,,,,,,,,,,,,191000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,350000
,,,,,,,,,,,,,,,,,,88000
,,,,,,,,,,,,,,,,,,145500
,,,,,,,,,,,,,,,,,,149000
,,,,,,,,,,,,,,,,,,97500
,,,,,,,,,,,,,,,,,,167000
,,,,,,,,,,,,,,,,,,197900
,,,,,,,,,,,,,,,,,,402000
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,137500
,,,,,,,,,,,,,,,,,,423000
,,,,,,,,,,,,,,,,,,230500
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,193500
,,,,,,,,,,,,,,,,,,168000
,,,,,,,,,,,,,,,,,,137500
,,,,,,,,,,,,,,,,,,173500
,,,,,,,,,,,,,,,,,,103600
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,257500
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,148500
,,,,,,,,,,,,,,,,,,87000
,,,,,,,,,,,,,,,,,,109500
,,,,,,,,,,,,,,,,,,372500
,,,,,,,,,,,,,,,,,,128500
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,159434
,,,,,,,,,,,,,,,,,,173000
,,,,,,,,,,,,,,,,,,285000
,,,,,,,,,,,,,,,,,,221000
,,,,,,,,,,,,,,,,,,207500
,,,,,,,,,,,,,,,,,,227875
,,,,,,,,,,,,,,,,,,148800
,,,,,,,,,,,,,,,,,,392000
,,,,,,,,,,,,,,,,,,194700
,,,,,,,,,,,,,,,,,,141000
,,,,,,,,,,,,,,,,,,755000
,,,,,,,,,,,,,,,,,,335000
,,,,,,,,,,,,,,,,,,108480
,,,,,,,,,,,,,,,,,,141500
,,,,,,,,,,,,,,,,,,176000
,,,,,,,,,,,,,,,,,,89000
,,,,,,,,,,,,,,,,,,123500
,,,,,,,,,,,,,,,,,,138500
,,,,,,,,,,,,,,,,,,196000
,,,,,,,,,,,,,,,,,,312500
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,361919
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,213000
,,,,,,,,,,,,,,,,,,55000
,,,,,,,,,,,,,,,,,,302000
,,,,,,,,,,,,,,,,,,254000
,,,,,,,,,,,,,,,,,,179540
,,,,,,,,,,,,,,,,,,109900
,,,,,,,,,,,,,,,,,,52000
,,,,,,,,,,,,,,,,,,102776
,,,,,,,,,,,,,,,,,,189000
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,130500
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,159500
,,,,,,,,,,,,,,,,,,157000
,,,,,,,,,,,,,,,,,,341000
,,,,,,,,,,,,,,,,,,128500
,,,,,,,,,,,,,,,,,,275000
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,124500
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,320000
,,,,,,,,,,,,,,,,,,120500
,,,,,,,,,,,,,,,,,,222000
,,,,,,,,,,,,,,,,,,194500
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,103000
,,,,,,,,,,,,,,,,,,236500
,,,,,,,,,,,,,,,,,,187500
,,,,,,,,,,,,,,,,,,222500
,,,,,,,,,,,,,,,,,,131400
,,,,,,,,,,,,,,,,,,108000
,,,,,,,,,,,,,,,,,,163000
,,,,,,,,,,,,,,,,,,93500
,,,,,,,,,,,,,,,,,,239900
,,,,,,,,,,,,,,,,,,179000
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,132000
,,,,,,,,,,,,,,,,,,142000
,,,,,,,,,,,,,,,,,,179000
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,180000
,,,,,,,,,,,,,,,,,,299800
,,,,,,,,,,,,,,,,,,236000
,,,,,,,,,,,,,,,,,,265979
,,,,,,,,,,,,,,,,,,260400
,,,,,,,,,,,,,,,,,,98000
,,,,,,,,,,,,,,,,,,96500
,,,,,,,,,,,,,,,,,,162000
,,,,,,,,,,,,,,,,,,217000
,,,,,,,,,,,,,,,,,,275500
,,,,,,,,,,,,,,,,,,156000
,,,,,,,,,,,,,,,,,,172500
,,,,,,,,,,,,,,,,,,212000
,,,,,,,,,,,,,,,,,,158900
,,,,,,,,,,,,,,,,,,179400
,,,,,,,,,,,,,,,,,,290000
,,,,,,,,,,,,,,,,,,127500
,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,215200
,,,,,,,,,,,,,,,,,,337000
,,,,,,,,,,,,,,,,,,270000
,,,,,,,,,,,,,,,,,,264132
,,,,,,,,,,,,,,,,,,196500
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,216837
,,,,,,,,,,,,,,,,,,538000
,,,,,,,,,,,,,,,,,,134900
,,,,,,,,,,,,,,,,,,102000
,,,,,,,,,,,,,,,,,,107000
,,,,,,,,,,,,,,,,,,114500
,,,,,,,,,,,,,,,,,,395000
,,,,,,,,,,,,,,,,,,162000
,,,,,,,,,,,,,,,,,,221500
,,,,,,,,,,,,,,,,,,142500
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,176000
,,,,,,,,,,,,,,,,,,175900
,,,,,,,,,,,,,,,,,,187100
,,,,,,,,,,,,,,,,,,165500
,,,,,,,,,,,,,,,,,,128000
,,,,,,,,,,,,,,,,,,161500
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,233000
,,,,,,,,,,,,,,,,,,107900
,,,,,,,,,,,,,,,,,,187500
,,,,,,,,,,,,,,,,,,160200
,,,,,,,,,,,,,,,,,,146800
,,,,,,,,,,,,,,,,,,269790
,,,,,,,,,,,,,,,,,,225000
,,,,,,,,,,,,,,,,,,194500
,,,,,,,,,,,,,,,,,,171000
,,,,,,,,,,,,,,,,,,143500
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,485000
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,109900
,,,,,,,,,,,,,,,,,,189000
,,,,,,,,,,,,,,,,,,582933
,,,,,,,,,,,,,,,,,,118000
,,,,,,,,,,,,,,,,,,227680
,,,,,,,,,,,,,,,,,,135500
,,,,,,,,,,,,,,,,,,223500
,,,,,,,,,,,,,,,,,,159950
,,,,,,,,,,,,,,,,,,106000
,,,,,,,,,,,,,,,,,,181000
,,,,,,,,,,,,,,,,,,144500
,,,,,,,,,,,,,,,,,,55993
,,,,,,,,,,,,,,,,,,157900
,,,,,,,,,,,,,,,,,,116000
,,,,,,,,,,,,,,,,,,224900
,,,,,,,,,,,,,,,,,,137000
,,,,,,,,,,,,,,,,,,271000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,224000
,,,,,,,,,,,,,,,,,,183000
,,,,,,,,,,,,,,,,,,93000
,,,,,,,,,,,,,,,,,,225000
,,,,,,,,,,,,,,,,,,139500
,,,,,,,,,,,,,,,,,,232600
,,,,,,,,,,,,,,,,,,385000
,,,,,,,,,,,,,,,,,,109500
,,,,,,,,,,,,,,,,,,189000
,,,,,,,,,,,,,,,,,,185000
,,,,,,,,,,,,,,,,,,147400
,,,,,,,,,,,,,,,,,,166000
,,,,,,,,,,,,,,,,,,151000
,,,,,,,,,,,,,,,,,,237000
,,,,,,,,,,,,,,,,,,167000
,,,,,,,,,,,,,,,,,,139950
,,,,,,,,,,,,,,,,,,128000
,,,,,,,,,,,,,,,,,,153500
,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,130500
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,157500
,,,,,,,,,,,,,,,,,,174900
,,,,,,,,,,,,,,,,,,141000
,,,,,,,,,,,,,,,,,,153900
,,,,,,,,,,,,,,,,,,171000
,,,,,,,,,,,,,,,,,,213000
,,,,,,,,,,,,,,,,,,133500
,,,,,,,,,,,,,,,,,,240000
